Name,Age restrictions:,Project/Program Description,Address,Website,Zip Code,Category 1,Category 2,Category 3
Phinney Ridge Lutheran Church Food Bank,10,"Phinney Ridge Lutheran Church believes that service and outreach are vital for any community attempting to follow a Christian lifestyle. We serve in hope to fill up with God’s love in order to spill it out into our community. We serve out of abundance, not obligation. The Phinney Ridge Food Bank is part of Phinney Ridge Lutheran Church's Community Outreach program and serves approximately 75 families per week. The food bank is run entirely by volunteers who work hard at keeping the shelves stocked, taking phone appointments, picking up food from agencies that donate, and keeping the food bank organized. ","7500 Greenwood Ave N, Seattle, WA 98103-4668",http://www.prlc.org/,98103,Food,Housing Services,
Queen Anne Food Bank,,,,,,Food,,
Rainier Valley Food Bank,,,,,,Food,,
Real Change News,16,Real Change exists to create opportunity and a voice for low-income people while taking action to end homelessness and poverty.,"219 2nd Ave. S., Suite 220, Seattle, WA 98104",http://www.realchangenews.org/,98104,Food,Housing Services,
Renewal Food Bank,10,To feed the hungry in East King County in an environment of caring service and dignity.,"Highland Covenant Church 15022 Bel-Red Road, Bellevue, Wa 98007",http://renewalfoodbank.com,98007,Food,,
Salvation Army (the) - Renton Rotary Food Bank,16,"The Salvation Army, an international movement, is an evangelical part of the universal Christian Church. Its message is based on the Bible. Its ministry is motivated by the love of God. Its mission is to preach the gospel of Jesus Christ and to meet human needs in His name without discrimination. The Salvation Army Renton Rotary Food Bank and Social Services Center is open 5 days a week, providing food, financial assistance and case management. From inception, we, at The Salvation Army have relied heavily on volunteers Often referred to as “the army behind The Army,"" volunteers play a crucial role in our ability to provide quality social services for the entire community. Volunteers are valuable assets in our efforts to meet the changing needs of our world. Through the skills and experience they bring to The Army, volunteers make significant contributions to society by positively impacting the lives of those they assist. The Salvation Army volunteers change lives, uplift families and support communities throughout our nation everyday. ","206 S. Tobin St. 
 
 Renton, Wa 98057",http://www.salvationarmyrenton.org/,98057,Food,Housing Services,
SODO Community Market (Food Bank),9,"The mission of Northwest Harvest is to provide nutritious food to hungry people statewide in a manner that respects their dignity, while fighting to eliminate hunger. Our vision is ample nutritious food is available to everyone in Washington State. Northw","1915 4th Ave S, Seattle, WA 98134",https://www.sno-isle.org/locations/lynnwood,98134,Food,,
Solid Ground,15,"Solid Ground works to end poverty and undo racism and other oppressions that are root causes of poverty. Solid Ground believes our community can move beyond poverty and oppression to a place where all people have access to quality housing, nutritious food, equal justice and opportunities to thrive.  We are committed to working with compassion, integrity, accountability, creativity and an anti-oppression approach to end homelessness, hunger, inequality and other barriers to social justice. We value collaboration and leadership from the communities we serve.","1501 North 45th Street , Seattle, WA 98103-6708",http://www.solid-ground.org/GetInvolved/Volunteer/Pages/default.aspx,98103,Food,Health,Housing Services
Tilth Alliance formerly Seattle Tilth,13,"Tilth Alliance works in community with Washington farmers, gardeners and eaters to build a sustainable, healthy and equitable food future. About Tilth Alliance
 A new organization was born in 2016 when Seattle Tilth, Tilth Producers and Cascade Harvest Coalition merged — we are now Tilth Alliance","4649 Sunnyside Avenue N, Suite 100, Seattle, WA 98103",http://www.tilthalliance.org/get-involved/volunteer/index_html,98103,Food,Food,
Union Gospel Mission,13,"To serve, rescue, and transform those in greatest need through the grace of Jesus Christ. Seattle’s Union Gospel Mission started in 1932 to feed and care for those suffering from the Great Depression. From a simple, borrowed soup kettle, we now serve and care for thousands of homeless and hurting people each day throughout King County. Motivated by our Christian faith, the Mission provides extensive 360-degree support and recovery services for homeless men, women, and children throughout King County. ",3802 South Othello Street Seattle WA 98118,https://www.ugm.org/,98118,Food,Homeless,
University District Food Bank,14,To provide individuals and families who are in need with food and access to a network of community resources that helps them achieve self-sufficiency,"5017 Roosevelt Way NE, Seattle, WA 98105",udistrictfoodbank.org/involved/,98105,Food,,
West Seattle Food Bank,13,"The West Seattle Food Bank is committed to providing food security and community connections to our neighbors in need. We envision a strong and connected community in which all people have access to safe and nutritious food and the essential necessities fo living. The West Seattle Food Bank has been serving this community since 1981 when local volunteers started distributing food to families in need. In 1989 the agency was incorporated and in 1999 changed its name to the West Seattle Food Bank. The agency works to eliminate the root causes of hunger by partnering with a range of community members. In addition to providing quality food, we invite other agencies to provide services and information to our clients to improve their access to the Basic Food Program, local health clinics, other basic social services, employment opportunities and more.","3419 SW Morgan St, Seattle, WA 98126",http://www.westseattlefoodbank.org/,98126,Food,,
